28/03/2004;10.00.00;2,3;1218;193;9;938;128;918;94;1501;1088;16,8;36,9;0,7018
28/03/2004;11.00.00;2,3;1210;188;9,5;958;126;933;96;1514;1036;19,2;31,3;0,6887
28/03/2004;12.00.00;1,8;1114;151;7,7;887;92;1020;86;1438;768;21,3;26,4;0,6607
28/03/2004;17.00.00;1,3;993;93;4,1;714;77;1217;75;1238;516;17;31,4;0,6048
29/03/2004;02.00.00;0,5;840;23;1,1;509;22;1643;38;1076;352;10,4;46,6;0,5901
29/03/2004;06.00.00;0,9;946;40;2,9;643;76;1309;75;1232;760;9,9;50,7;0,6167
29/03/2004;09.00.00;1,5;966;147;5,5;786;118;1111;98;1258;705;11,8;37,6;0,5184
29/03/2004;15.00.00;1,4;962;155;5,2;776;102;1131;81;1247;535;18,2;26,1;0,5387
30/03/2004;10.00.00;4,7;1565;735;21;1324;320;695;159;1872;1688;17,9;28,2;0,5741
30/03/2004;12.00.00;3,7;1419;586;18,9;1267;219;742;138;1763;1490;20,8;22,5;0,5463
30/03/2004;13.00.00;3,4;1373;546;17,1;1213;200;791;128;1711;1354;22,4;20;0,5352
30/03/2004;22.00.00;1,2;1053;68;3,8;701;68;1147;81;1323;692;15,1;44,6;0,7574
01/04/2004;20.00.00;4,9;1536;655;20,2;1302;269;666;161;1922;1599;18,3;40,9;0,8493
02/04/2004;16.00.00;2,6;1248;297;13,6;1103;143;872;122;1632;1002;27,6;22,8;0,8288
03/04/2004;23.00.00;-200;1316;-200;9,3;952;-200;847;-200;1644;1047;17,5;53,8;1,0648
04/04/2004;03.00.00;-200;1124;-200;5,6;793;-200;965;-200;1521;791;14,7;65;1,0766
04/04/2004;13.00.00;-200;1160;-200;7,1;860;-200;969;-200;1531;646;25,6;32,1;1,0393
04/04/2004;14.00.00;-200;1136;-200;5,6;792;-200;1057;-200;1476;536;25,8;31,1;1,0143
04/04/2004;17.00.00;-200;1296;-200;10,1;983;-200;845;-200;1626;802;23;36,2;1,0053
05/04/2004;10.00.00;3,1;1461;424;14,3;1127;236;703;124;1836;1451;15,6;57,4;1,0075
05/04/2004;11.00.00;3;1430;339;13,7;1107;228;713;121;1853;1409;16,6;55,2;1,0382
05/04/2004;18.00.00;4,1;1543;710;19,8;1290;194;631;132;2011;1353;19,7;45,4;1,0312
06/04/2004;02.00.00;0,5;933;40;1,5;547;25;1357;39;1336;542;15;59,2;1,0059
06/04/2004;07.00.00;4,5;1664;599;24,1;1407;329;594;134;2198;1564;15,3;55,2;0,9538
07/04/2004;02.00.00;0,4;830;30;1,4;538;21;1475;30;1214;392;15,6;44,4;0,7827
07/04/2004;04.00.00;0,3;804;30;0,7;468;12;1826;19;1166;320;15,7;45,4;0,8063
07/04/2004;10.00.00;1,6;1087;196;7,4;876;112;911;96;1554;737;16,1;53,1;0,9675
09/04/2004;06.00.00;1,5;-200;150;-200;-200;169;-200;86;-200;-200;-200;-200;-200
09/04/2004;15.00.00;3,4;-200;337;-200;-200;243;-200;137;-200;-200;-200;-200;-200
09/04/2004;19.00.00;3,4;-200;303;-200;-200;197;-200;137;-200;-200;-200;-200;-200
09/04/2004;22.00.00;2,4;-200;160;-200;-200;175;-200;102;-200;-200;-200;-200;-200
10/04/2004;05.00.00;1;970;89;4;708;81;1121;55;1435;842;10,2;73,4;0,9129
10/04/2004;11.00.00;2,1;1063;114;7,5;877;115;971;89;1481;811;18;38,4;0,7862
10/04/2004;13.00.00;1,5;936;94;6,4;829;90;1054;88;1336;607;19,9;26,7;0,6137
11/04/2004;00.00.00;1,4;1028;84;5,1;770;75;1047;84;1326;913;11,2;56,2;0,7469
11/04/2004;10.00.00;1,6;1053;94;6,2;823;87;1040;77;1386;810;17,4;35,4;0,699
11/04/2004;22.00.00;1,1;924;61;2,9;648;63;1272;74;1186;465;14,5;39;0,6428
12/04/2004;15.00.00;1,2;1025;78;3,6;689;89;1189;77;1325;519;11,4;61,2;0,8236
13/04/2004;03.00.00;0,4;868;32;1,3;530;-200;1482;-200;1215;384;10,6;63,1;0,8068
14/04/2004;12.00.00;2,1;1122;238;10,4;993;132;859;95;1571;993;18,4;34,2;0,7185
15/04/2004;08.00.00;-200;1508;-200;22,1;1355;-200;609;-200;2034;1623;11,6;58,7;0,7999
16/04/2004;01.00.00;1,9;1189;110;6,7;844;96;887;93;1566;1049;13,4;69,6;1,0688
16/04/2004;20.00.00;6;1535;706;19,9;1295;307;627;140;2039;1380;13,8;78;1,2229
17/04/2004;12.00.00;-200;984;-200;5;763;-200;1054;-200;1472;641;18,8;50,1;1,0769
17/04/2004;17.00.00;-200;970;-200;5;763;-200;1043;-200;1462;608;17,9;49,9;1,0135
17/04/2004;23.00.00;-200;1297;-200;10,7;1003;-200;798;-200;1700;1177;16,9;54,8;1,0455
18/04/2004;12.00.00;-200;1097;-200;5,3;779;-200;980;-200;1565;803;15,5;67,4;1,178
18/04/2004;16.00.00;-200;1163;-200;7;859;-200;921;-200;1603;783;17,4;58,9;1,1567
19/04/2004;07.00.00;-200;1399;-200;16,5;1195;-200;680;-200;1976;1308;15,4;64,2;1,1123
19/04/2004;10.00.00;-200;990;-200;6,8;846;-200;947;-200;1503;715;19,5;43,3;0,9706
19/04/2004;12.00.00;-200;1105;-200;10,9;1010;-200;811;-200;1709;947;18;46,7;0,9569
19/04/2004;17.00.00;-200;1186;-200;11,8;1042;-200;808;-200;1684;1038;10;80,5;0,9853
19/04/2004;19.00.00;-200;1032;-200;7,9;895;-200;921;-200;1508;879;10,7;71,5;0,9197
19/04/2004;21.00.00;-200;930;-200;4,6;745;-200;1085;-200;1391;712;10,8;68,2;0,8806
20/04/2004;10.00.00;-200;1348;-200;17,1;1214;-200;678;-200;1874;1509;16;56,3;1,0185
21/04/2004;09.00.00;-200;1396;-200;20;1296;-200;619;-200;1991;1628;17;50,2;0,9646
21/04/2004;23.00.00;-200;1020;-200;7,1;863;-200;933;-200;1492;1074;18,8;45,8;0,9855
22/04/2004;04.00.00;-200;819;-200;1,7;565;-200;1295;-200;1316;694;13,3;62,6;0,9498
22/04/2004;05.00.00;-200;834;-200;2,2;596;-200;1276;-200;1335;727;13,4;59,5;0,9097
22/04/2004;20.00.00;-200;1387;-200;22,4;1361;-200;701;-200;1932;1505;22;34,8;0,908
23/04/2004;01.00.00;-200;1000;-200;6,6;839;-200;958;-200;1467;1024;16,3;49,7;0,916
23/04/2004;16.00.00;4,6;1497;698;25,8;1449;281;679;186;1985;1532;29,5;20,1;0,8136
24/04/2004;01.00.00;2,6;1349;251;13,4;1097;148;707;100;1763;1442;16,1;57,4;1,0451
24/04/2004;08.00.00;2,5;1311;305;15;1147;166;681;86;1838;1351;16,7;51,9;0,9788
24/04/2004;14.00.00;2;1338;215;11;1016;98;798;95;1766;1194;24,3;41,8;1,2561
25/04/2004;02.00.00;1;931;61;3,6;689;63;1161;73;1317;503;12,7;58,7;0,8605
25/04/2004;16.00.00;1,3;931;64;4,5;739;83;1274;74;1219;474;20,2;24,1;0,563
26/04/2004;05.00.00;0,4;809;21;1,2;521;35;1575;44;1158;378;13,9;43,9;0,6923
28/04/2004;19.00.00;5,4;1724;816;28,3;1510;222;562;155;2252;1716;23,1;42,2;1,1746
29/04/2004;02.00.00;0,6;926;60;2,8;639;34;1115;54;1409;814;15,9;60,1;1,0806
30/04/2004;02.00.00;1,2;1097;91;5,9;809;80;897;74;1628;1050;15,7;78,4;1,3917
30/04/2004;03.00.00;1;1054;71;5;761;-200;963;-200;1598;965;15,7;77,4;1,3683
30/04/2004;07.00.00;3;1458;345;18,3;1249;213;662;111;2033;1380;16,6;68,2;1,2737
30/04/2004;17.00.00;4,5;1487;454;19,2;1274;215;641;110;2133;1471;21;54,3;1,3353
01/05/2004;00.00.00;3,5;1425;275;15,2;1155;185;709;110;1936;1789;17,8;66,8;1,346
01/05/2004;05.00.00;0,6;858;-200;2,6;624;24;1205;32;1434;543;16,7;67,1;1,2619
02/05/2004;00.00.00;2,3;1167;-200;8,4;914;105;876;99;1599;1126;17,2;59,3;1,1551
02/05/2004;10.00.00;1,6;1085;-200;8,5;918;89;890;79;1639;871;21,3;44,7;1,1157
03/05/2004;10.00.00;2,5;1222;-200;12,9;1080;201;742;111;1755;1366;21,4;45;1,1291
03/05/2004;23.00.00;1,5;1135;-200;6,7;842;84;872;83;1653;973;18,9;62,5;1,3521
04/05/2004;04.00.00;-200;881;-200;1,5;546;21;1335;28;1465;458;15,6;81;1,4216
05/05/2004;08.00.00;-200;1449;-200;22;1350;-200;571;-200;2264;1452;16,4;70,8;1,3088
05/05/2004;22.00.00;1,1;861;-200;3,7;695;56;1130;67;1438;500;13,9;72,5;1,1502
05/05/2004;23.00.00;1,5;969;-200;4,9;760;81;1059;83;1518;560;12;79,8;1,1175
06/05/2004;07.00.00;2,9;1204;-200;16,8;1205;193;729;101;1984;1139;14,7;58,5;0,9688
06/05/2004;09.00.00;3,4;1176;-200;16,4;1191;220;705;130;1836;1217;17,9;46,1;0,9388
06/05/2004;13.00.00;1,8;991;-200;8,9;937;91;874;75;1581;644;15,1;54,5;0,9309
07/05/2004;09.00.00;3,4;1164;-200;15;1148;224;741;127;1824;1130;16;50,9;0,9211
08/05/2004;07.00.00;-200;995;-200;5,9;808;-200;1028;-200;1479;685;10,3;75,6;0,9458
08/05/2004;09.00.00;-200;1079;-200;7,7;885;-200;884;-200;1588;974;13,6;66,1;1,0236
08/05/2004;12.00.00;-200;1213;-200;11,1;1018;-200;760;-200;1778;1061;13,3;76,8;1,1703
10/05/2004;01.00.00;-200;875;-200;3;654;-200;1172;-200;1375;683;14,9;57,6;0,9684
10/05/2004;06.00.00;-200;1118;-200;9,8;970;-200;837;-200;1705;1019;13,4;67,4;1,0292
10/05/2004;10.00.00;2,5;1132;-200;13,4;1096;178;731;107;1808;1186;20;45;1,0379
11/05/2004;04.00.00;-200;807;-200;1,8;571;46;1305;53;1335;704;11,4;70,5;0,9484
11/05/2004;20.00.00;5;1535;-200;26,1;1458;269;568;159;2120;1735;21,1;40,2;0,997
12/05/2004;12.00.00;3,3;1452;-200;22,7;1371;207;576;117;2138;1622;21,9;43,3;1,1265
13/05/2004;06.00.00;1;975;-200;4,5;736;86;1069;85;1459;611;15,9;55,3;0,991
13/05/2004;15.00.00;2,1;1084;-200;9,8;970;132;818;98;1626;845;19,5;45,5;1,0189
13/05/2004;23.00.00;3,3;1300;-200;17,4;1221;197;648;123;1946;1401;17,5;56,4;1,1175
14/05/2004;05.00.00;1,2;983;-200;6,5;833;116;894;102;1524;1012;16;58,3;1,0481
14/05/2004;15.00.00;2,1;1042;-200;11,4;1029;123;907;103;1540;879;28,4;20,2;0,7697
15/05/2004;05.00.00;0,5;839;-200;2,8;638;33;1171;44;1271;643;15,7;46,9;0,8329
16/05/2004;10.00.00;2;1053;-200;9,8;970;138;930;105;1473;991;25,5;21,1;0,677
16/05/2004;17.00.00;1,9;1248;-200;10,1;982;95;880;107;1617;746;30,4;26,5;1,1347
16/05/2004;21.00.00;1,6;1093;-200;7;858;96;975;95;1495;816;22,9;37;1,0197
16/05/2004;23.00.00;1,4;934;-200;5,6;795;88;1098;93;1328;673;20,3;28,5;0,6686
17/05/2004;10.00.00;1,7;988;-200;8,5;918;141;1007;94;1393;850;22,3;24,1;0,6394
17/05/2004;20.00.00;3;1094;-200;12,7;1072;170;888;122;1545;1105;22;24;0,6263
18/05/2004;11.00.00;1,9;1138;-200;11;1015;140;854;103;1604;1115;27,4;22,8;0,8219
18/05/2004;15.00.00;2,3;1208;-200;13,8;1111;133;783;127;1653;1018;32,2;18,9;0,8964
18/05/2004;17.00.00;3;1346;-200;19,3;1278;141;701;130;1873;1193;30,9;20,5;0,8996
19/05/2004;11.00.00;2,1;1156;-200;11,5;1034;154;813;122;1640;1123;27,7;26,3;0,9652
19/05/2004;14.00.00;2,1;1208;-200;13;1083;121;792;118;1702;891;31;22,6;1,0012
20/05/2004;04.00.00;-200;877;-200;1,6;549;14;1265;26;1317;463;19,6;47,7;1,0736
20/05/2004;16.00.00;2,2;1248;-200;13,7;1108;145;772;138;1701;969;32,6;19,3;0,935
20/05/2004;21.00.00;2,9;1251;-200;13,4;1097;181;771;143;1680;1280;22,2;34,4;0,9072
21/05/2004;06.00.00;0,7;998;-200;7;856;65;894;62;1488;926;14,9;54,7;0,9203
21/05/2004;12.00.00;1,9;1234;-200;11,6;1037;120;788;106;1658;1037;29,7;23,7;0,9714
21/05/2004;20.00.00;3,5;1346;-200;17,5;1224;202;715;146;1794;1272;23,9;29,4;0,8589
22/05/2004;00.00.00;3,7;1424;-200;18;1240;194;662;126;1841;1427;19,1;41,9;0,9158
22/05/2004;20.00.00;1,8;1241;-200;10,9;1011;98;781;90;1748;1070;22,3;45,4;1,2088
23/05/2004;19.00.00;1,1;1085;-200;5,8;805;69;972;65;1528;718;25,3;36,3;1,1513
24/05/2004;09.00.00;1,3;898;-200;6,9;853;85;1066;56;1271;763;19,2;23,8;0,5235
25/05/2004;05.00.00;0,1;774;-200;1,7;560;45;1386;51;1107;532;11,6;40;0,5462
25/05/2004;12.00.00;2,1;1047;-200;13,5;1101;159;913;114;1391;1103;29,2;9,8;0,3914
25/05/2004;14.00.00;2,4;1162;-200;18,5;1253;173;796;138;1595;1248;32,6;9,3;0,4499
25/05/2004;23.00.00;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
26/05/2004;11.00.00;1,8;1139;-200;13,8;1109;159;1118;135;1436;1292;28,8;21,1;0,8193
26/05/2004;23.00.00;-200;1101;-200;13,3;1093;-200;1012;-200;1564;1155;21,1;30,9;0,7617
28/05/2004;16.00.00;1,7;1039;-200;12,2;1055;131;966;117;1590;845;28;23,2;0,8613
28/05/2004;22.00.00;1;979;-200;7;857;97;1082;96;1546;797;19,8;46,8;1,0697
29/05/2004;00.00.00;1,8;1044;-200;9,2;946;138;1009;119;1594;886;19,3;46,3;1,0279
29/05/2004;12.00.00;0,9;894;-200;6;810;82;1204;74;1421;585;21,8;34,9;0,9004
29/05/2004;14.00.00;0,4;823;-200;3,8;699;59;1382;60;1311;493;22,9;31,3;0,862
30/05/2004;00.00.00;2,7;1035;-200;13,8;1110;148;907;125;1652;1044;18,5;39,4;0,832
30/05/2004;02.00.00;0,6;869;-200;6,5;835;61;1078;76;1437;807;19,2;42;0,9248
30/05/2004;13.00.00;0,1;771;-200;2,6;626;34;1502;41;1210;430;29,1;19,6;0,7771
30/05/2004;16.00.00;0,6;912;-200;6,2;819;65;1224;77;1368;589;30,3;17;0,7232
31/05/2004;01.00.00;0,3;855;-200;4,8;751;27;1107;46;1418;664;19,7;43,2;0,9812
31/05/2004;20.00.00;1,1;1020;-200;10,7;1003;97;904;96;1716;916;21,7;46,9;1,2044
01/06/2004;00.00.00;0,3;922;-200;4,7;750;46;1085;45;1585;685;18,6;75,7;1,6074
01/06/2004;14.00.00;1,6;1156;-200;13,5;1100;143;800;73;1884;1175;25,7;43,8;1,4262
02/06/2004;05.00.00;-200;792;-200;2,4;611;22;1280;23;1529;657;20;63,7;1,4742
02/06/2004;10.00.00;-200;1054;-200;8,9;936;86;915;54;1791;962;24,3;49;1,4724
03/06/2004;19.00.00;-200;1125;-200;19,5;1283;-200;792;-200;1899;1101;25,3;30;0,952
03/06/2004;20.00.00;-200;1058;-200;14,5;1134;-200;855;-200;1797;1034;24,1;34,8;1,0333
03/06/2004;22.00.00;-200;944;-200;7,8;891;-200;1016;-200;1593;844;22,1;43,9;1,1521
04/06/2004;05.00.00;-200;729;-200;1,2;520;-200;1570;-200;1318;445;19,2;51,1;1,124
04/06/2004;07.00.00;-200;1198;-200;17;1209;-200;779;-200;2058;1213;20,6;49;1,1748
05/06/2004;15.00.00;1,3;926;-200;7,3;868;80;1048;75;1599;687;27,6;35,1;1,2764
05/06/2004;23.00.00;1,7;1008;-200;8;900;55;907;67;1681;850;21,6;53,6;1,3674
06/06/2004;02.00.00;1,1;968;-200;6,6;840;47;891;58;1727;788;17,5;79,1;1,5709
06/06/2004;07.00.00;1;881;-200;5,2;776;63;1037;62;1623;677;18,3;66,5;1,381
07/06/2004;06.00.00;1,5;933;-200;9,6;962;167;867;76;1705;974;17,3;57,6;1,1289
07/06/2004;21.00.00;2;1004;-200;10,9;1011;108;867;116;1754;893;24,6;41,9;1,2752
08/06/2004;07.00.00;3,3;1201;-200;19,4;1279;309;683;100;2144;1338;19,5;57,7;1,2966
09/06/2004;07.00.00;3,5;1297;-200;22,3;1359;261;630;107;2214;1425;21,7;50,6;1,2981
09/06/2004;11.00.00;2,8;1224;-200;17,6;1228;189;711;159;1972;1380;34,7;25,9;1,4069
09/06/2004;17.00.00;3,5;1287;-200;21,6;1340;230;699;194;2008;1267;39,6;16,7;1,1867
09/06/2004;19.00.00;4,6;1357;-200;25,6;1445;295;620;206;2195;1622;33,7;27,7;1,4213
10/06/2004;04.00.00;-200;814;-200;3,3;673;33;1138;50;1488;647;20,1;57,3;1,3352
11/06/2004;17.00.00;2,6;1028;-200;15,2;1155;185;832;142;1691;925;35,4;14,7;0,8323
11/06/2004;19.00.00;3,4;1124;-200;19,7;1289;265;765;153;1863;1132;31,1;18,7;0,8302
11/06/2004;22.00.00;2,7;1072;-200;15;1148;180;805;127;1683;1171;25,3;24,6;0,7796
11/06/2004;23.00.00;1,3;936;-200;7,3;871;108;990;97;1430;921;24,9;27,2;0,8429
12/06/2004;00.00.00;1,3;988;-200;8,9;937;98;894;91;1543;1008;23,5;32,2;0,922
12/06/2004;02.00.00;0,6;839;-200;4,3;725;36;1052;52;1368;668;24,1;32;0,9467
12/06/2004;09.00.00;1,9;1123;-200;13,1;1088;157;746;92;1789;1191;24;36,6;1,0772
12/06/2004;15.00.00;1,2;1062;-200;8,6;924;69;892;76;1683;777;37;20,1;1,2423
13/06/2004;16.00.00;0,8;849;-200;2,6;628;53;1274;56;1379;453;22;41,7;1,0865
14/06/2004;00.00.00;0,7;785;-200;2;582;33;1377;45;1311;417;19,4;45,9;1,0242
14/06/2004;18.00.00;2,3;1000;-200;10,2;985;157;846;103;1726;879;23,5;41,2;1,1759
15/06/2004;00.00.00;1,2;886;-200;5,1;767;68;1055;79;1532;702;21,6;46;1,1742
15/06/2004;01.00.00;0,7;792;-200;2,8;637;31;1249;43;1400;559;21,6;45,8;1,1715
15/06/2004;03.00.00;0,4;732;-200;1;503;-200;1525;-200;1321;441;21;47,1;1,1546
15/06/2004;11.00.00;2,7;1114;-200;16;1181;180;747;115;1928;1129;30,3;26,9;1,1399
16/06/2004;14.00.00;2,2;1090;-200;14,1;1119;117;756;107;1811;902;32,4;25,7;1,2271
16/06/2004;16.00.00;2,3;1101;-200;12,2;1057;122;797;113;1772;863;33;26;1,2877
17/06/2004;04.00.00;-200;804;-200;3,3;668;32;1102;51;1479;753;18,8;58,6;1,2581
17/06/2004;14.00.00;1,7;1007;-200;9,8;971;120;866;106;1682;802;31,3;28,7;1,2885
18/06/2004;22.00.00;1,7;1062;-200;10,2;984;84;816;98;1796;842;25,2;46,6;1,4733
19/06/2004;14.00.00;1,2;-200;-200;-200;-200;56;-200;68;-200;-200;-200;-200;-200
20/06/2004;03.00.00;1,4;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
20/06/2004;12.00.00;1;-200;-200;-200;-200;43;-200;59;-200;-200;-200;-200;-200
21/06/2004;13.00.00;1,2;838;-200;7,2;868;66;1005;76;1454;540;30,1;18,5;0,7747
22/06/2004;02.00.00;0,4;758;-200;1,9;580;22;1215;36;1374;531;22,1;44,3;1,1665
23/06/2004;07.00.00;3,8;1252;-200;23,1;1380;305;579;117;2210;1462;20,5;52,3;1,245
23/06/2004;16.00.00;2,5;1111;-200;14,4;1131;171;735;137;1825;1085;34,3;22,4;1,1907
23/06/2004;23.00.00;3,2;1274;-200;16,6;1197;192;626;120;2023;1356;24,7;47,1;1,44
24/06/2004;07.00.00;1,2;1030;-200;6,9;851;102;824;68;1700;983;21,9;57;1,4742
24/06/2004;09.00.00;1,3;1020;-200;7,1;860;93;864;74;1649;875;27;40,8;1,4286
24/06/2004;22.00.00;3,2;1190;-200;16,8;1203;118;658;119;1967;1056;25,4;43,2;1,3805
25/06/2004;07.00.00;2,6;1138;-200;14,8;1141;199;671;104;1927;1197;21,5;51,8;1,3129
25/06/2004;09.00.00;2,8;1193;-200;14,6;1136;245;667;151;1924;1370;25,7;41;1,3351
25/06/2004;20.00.00;3,4;1062;-200;15,9;1176;230;763;140;1743;1121;28,1;22,4;0,8394
26/06/2004;05.00.00;0,4;769;-200;2,3;606;41;1171;58;1314;610;19,5;42,4;0,9515
26/06/2004;17.00.00;1,3;1010;-200;6,1;816;80;955;73;1567;741;34;26,4;1,3781
27/06/2004;04.00.00;0,8;869;-200;4,2;723;34;975;45;1522;789;23,2;52,3;1,4668
27/06/2004;06.00.00;0,6;833;-200;2,8;641;30;1088;44;1496;717;23,5;51,2;1,4634
27/06/2004;20.00.00;2;1095;-200;10,5;996;111;799;120;1695;934;32,7;27,7;1,3439
28/06/2004;04.00.00;0,4;838;-200;2,7;632;24;1079;39;1438;634;24;46,6;1,37
28/06/2004;09.00.00;4,6;1363;-200;24,2;1410;337;565;182;2199;1791;28,5;36,8;1,4128
29/06/2004;04.00.00;-200;850;-200;2,8;639;35;1048;57;1519;853;24,8;48;1,4857
30/06/2004;06.00.00;0,9;1009;-200;7,4;875;81;797;61;1738;1060;26,4;53,1;1,7987
30/06/2004;17.00.00;4,2;1388;-200;24,5;1418;287;568;226;2250;1913;38,8;24,2;1,6433
30/06/2004;19.00.00;4,9;1352;-200;23,3;1385;280;563;197;2205;1661;34;32,9;1,7251
01/07/2004;09.00.00;2,9;1276;-200;14,6;1138;246;628;134;2021;1430;28,2;47,1;1,7752
01/07/2004;17.00.00;2,9;1244;-200;17,3;1219;177;651;157;1949;1077;36,9;24,7;1,5134
01/07/2004;19.00.00;4,4;1364;-200;22,9;1376;235;580;179;2168;1356;32,5;30,9;1,4875
02/07/2004;03.00.00;0,8;873;-200;3,4;679;-200;1010;-200;1501;713;26,6;43;1,4773
02/07/2004;04.00.00;-200;874;-200;3,3;668;37;1043;54;1513;737;25,3;47,2;1,5025
02/07/2004;08.00.00;4,9;1529;-200;29;1526;300;476;149;2559;1763;27,4;45,5;1,6396
02/07/2004;22.00.00;2,1;1090;-200;12,7;1073;133;745;122;1693;1124;26,1;31,1;1,0338
03/07/2004;04.00.00;0,4;828;-200;2,8;639;27;1077;41;1371;573;22,6;43;1,1629
03/07/2004;06.00.00;0,7;914;-200;5,9;809;69;912;69;1530;807;20,5;49,3;1,176
03/07/2004;22.00.00;2;1125;-200;11,6;1035;122;728;109;1726;1150;26,7;35,8;1,2318
04/07/2004;22.00.00;1,3;1012;-200;7,4;876;89;853;87;1580;967;26;35,7;1,1842
05/07/2004;11.00.00;2,2;1059;-200;12,3;1060;204;798;147;1638;1141;34,1;19,1;1,0048
05/07/2004;12.00.00;2,2;1076;-200;12,2;1057;189;778;140;1633;1076;36,2;18;1,0636
06/07/2004;13.00.00;3,4;1201;-200;19,3;1278;278;657;174;1892;1302;39,6;16,9;1,2028
07/07/2004;01.00.00;1,6;992;-200;9,2;948;106;773;95;1609;1271;26,3;33,7;1,1377
07/07/2004;09.00.00;4;1359;-200;24,5;1415;381;572;189;2081;1902;29,6;28,7;1,1706
07/07/2004;14.00.00;2,2;1090;-200;14,1;1120;195;743;130;1629;1283;42,5;10,2;0,8478
07/07/2004;15.00.00;1,8;1056;-200;11,3;1024;159;792;121;1555;1068;41;11,6;0,8872
07/07/2004;23.00.00;2,1;1222;-200;15,4;1161;173;661;122;1827;1593;30,2;30,9;1,3026
08/07/2004;06.00.00;0,6;990;-200;6,2;821;57;848;62;1511;1079;27,5;34,6;1,2518
08/07/2004;21.00.00;2,9;1268;-200;16,9;1206;201;648;137;1900;1434;32,2;27,6;1,3044
09/07/2004;04.00.00;0,4;876;-200;2,3;605;29;1144;40;1432;456;27,4;42,2;1,5177
